station lat long elevation
USC00333292 41.4167 81.5733 190.8
USC00334672 39.5328 83.0461 218.2
USC00336118 41.2667 82.8233 204.2
USC00336600 39.8386 83.5233 310.9
USC00336650 40.1311 81.2058 243.8
USC00340215 36.2483 67.2517 364.2
USC00340338 36.0719 65.5369 719
USC00340567 34.385 70.5419 250.5
USC00341168 34.1333 70.74 135
USC00344055 36.0942 67.605 357.8
USC00344235 35.0567 69.0539 260.6
USC00344860 35.8542 67.4856 322.8
USC00345509 34.8911 65.9383 486.2
USC00346751 36.3486 66.9592 383.7
USC00347003 35.9742 68.4131 271.9
USC00348479 35.3197 68.2283 368.5
USC00349422 35.52 66.7414 493.2
USC00350197 44.8197 44.6867 923.5
USC00350471 43.1497 41.0381 6.1
USC00350897 45.6361 43.4881 18.9
USC00351433 44.3914 42.9589 292.6
USC00351448 42.1597 41.7978 419.7
USC00351574 42.7036 43.4447 1274.1
USC00352867 44.0494 42.0697 147.8
USC00353705 45.3128 42.09 230.4
USC00355160 43.9794 48.4153 688.8
USC00355638 44.5681 45.3244 1011.9
USC00356035 44.6833 41.3847 67.1
USC00356550 45.6911 46.5878 460.2
USC00357809 44.8728 42.7914 411.5
USC00358173 42.9592 44.6503 1277.7
USC00361080 40.5003 90.2356 140.2
USC00361362 41.93 86.1431 454.2
USC00361920 40.2258 88.2506 131.1
USC00362190 40.1636 85.5706 232.3
USC00363488 40.3422 89.9617 93
USC00363758 41.4764 90.2747 271.3
USC00364047 40.0881 89.5319 202.7
USC00365390 39.8253 90.0117 3
USC00366238 40.075 89.3683 184.4
USC00367863 40.6831 85.7717 238.7
USC00369367 39.8986 85.2744 286.5
USC00369408 41.7003 88.0528 554.1
USC00380506 33.9 83.9011 201.2
USC00381093 33.5214 86.3425 6.1
USC00381726 33.6631 83.2503 115.8
USC00382735 32.6064 85.1133 3.7
USC00385278 34.7975 82.1722 502.9
USC00386153 33.7544 86.6181 11.9
USC00391636 43.9283 68.5083 543.8
USC00393560 45.36 61.6283 1036.3
USC00395567 44.2919 66.4356 573.9
USC00400669 36.4583 79.1161 170.7
USC00401352 36.0519 77.3572 128.9
USC00401790 36.5472 78.1047 122.5
USC00402600 36.2836 76.7336 137.2
USC00404568 35.7103 76.6178 131.1
USC00404987 36.5192 79.41 297.2
USC00407141 36.5514 80.6433 495.3
USC00410493 31.7414 65.4636 534.9
USC00410781 32.3739 64.0222 791.3
USC00410784 32.2683 63.9542 764.7
USC00411715 29.2703 62.1397 1615.4
USC00411810 30.3636 70.3561 59.7
USC00412758 26.2981 67.2825 29.3
USC00413195 34.2319 64.4839 720.9
USC00413257 30.8275 65.3297 704.1
USC00413525 30.1872 68.5806 167.6
USC00414058 27.3194 66.7625 176.8
USC00414363 30.3606 65.1344 670.6
USC00414575 29.7664 68.1236 126.5
USC00414805 29.6833 67.6731 155.4
USC00415018 31.0717 67.2553 314.6
USC00415272 30.7425 66.7858 310.9
USC00415954 32.635 69.9578 111.9
USC00417111 28.9606 66.9628 130.8
USC00417262 29.5711 61.0686 795.5
USC00417994 31.2842 66.6811 405.4
USC00418373 33.4367 63.7928 939.4
USC00418449 30.5831 64.7897 651.7
USC00418566 33.4792 64.5639 700.1
USC00418583 32.9403 65.6364 499.9
USC00418924 29.3486 61.845 802.5
USC00419191 34.3956 64.5428 710.2
USC00419330 35.2775 62.9767 1218.6
USC00419501 31.8136 64.8114 748.3
USC00420820 40.8547 53.5497 1383.8
USC00426640 37.1047 53.54 1341.1
USC00427165 41.6628 54.2539 1911.1
USC00427271 41.9064 53.63 1426.5
USC00427395 40.2878 55.4814 1528.3
USC00427516 37.1189 51.8333 870.8
USC00431705 43.3442 92.3878 404.2
USC00437607 44.6264 92.1369 33.5
USC00440243 37.3261 86.6125 259.1
USC00441159 37.7267 86.0772 256
USC00441614 36.8225 86.0297 198.4
USC00441692 37.1278 85.0367 640.1
USC00441955 37.2819 86.4808 248.4
USC00443310 37.9458 85.4858 539.5
USC00446173 37.1244 82.8061 510.5
USC00448046 39.0858 86.9958 289.6
USC00448941 38.0803 86.565 387.1
USC00449215 36.9986 82.9011 776.9
USC00451160 45.8678 43.4667 345.6
USC00452157 48.7142 44.2969 271.6
USC00452253 46.6364 42.1803 92
USC00453515 47.4828 47.1881 658.1
USC00453730 48.1989 44.6664 980.8
USC00456914 46.6533 41.71 9.1
USC00457059 47.1175 47.0686 568.1
USC00458278 47.2472 43.0278 7.6
USC00458715 48.6525 43.7469 210.3
USC00462717 38.9272 85.6089 627.6
USC00463544 38.9339 84.6075 216.4
USC00466591 37.9714 84.2892 621.8
USC00469610 37.6731 83.1639 231.6
USC00470273 43.0411 76.0114 263.7
USC00470892 42.8122 75.5778 253.9
USC00471308 44.9356 73.5514 251.5
USC00473022 43.3144 74.5914 210
USC00474027 45.0831 74.1089 323.4
USC00474391 45.465 74.3164 344.4
USC00474582 45.5119 76.6806 516.6
USC00476827 43.0514 74.305 200.6
USC00477230 44.9708 72.878 298.7
USC00477581 43.375 77.4997 230.1
USC00478987 44.0411 76.1967 264.9
USC00479012 45.7883 73.2075 306.3
USC00480552 42.6233 59.0833 1841.6
USC00481676 41.1522 60.6344 1871.5
USC00483950 42.8267 59.6522 1508.2
USC00485374 43.1828 60.8364 1281.4
USC00485416 41.2975 59.8158 2182.1
USC00487115 43.2458 56.7458 1658.1
USC00488852 44.0647 58.0581 1467.6
USC00501824 61.5222 20.9992 196
USC00502711 63.4258 15.1283 1146.4
USC00503165 66.5664 20.1745 133.5
USC00504117 58.2944 30.7647 13.7
USC00508047 64.8694 10.3222 78.9
USC00508615 60.4194 14.3064 54.9
USC00508731 60.4906 14.5211 89
USC00509148 55.6917 32.9153 87.2
USC00509919 56.4733 33.0525 17.1
USC00511004 20.7603 9.19309999999999 2122
USC00511303 19.4297 10.1839 1210.4
USR0000ABCA 58.4067 12.5536 22.9
USR0000ABEV 66.2667 18.9233 147.2
USR0000ADRY 36.45 53.2 2653.6
USR0000ALBE 36.2858 53.3606 2682.2
USR0000ASLC 64.59 19.3 304.8
USR0000ASWA 60.7278 14.5678 85.3
USR0000ATAL 33.4411 79.3589 182.9
USR0000ATUS 35.99 53.32 2042.2
USR0000CBAR 38.0281 42.7378 378
USR0000CBEV 34.125 47.0278 384
USR0000CBPI 34.3194 48.4269 2091.2
USR0000CCON 34.1942 48.5269 1712.4
USR0000CCOU 39.0189 43.0281 635.5
USR0000CCRA 37.7617 45.6153 2025.1
USR0000CDES 32.8569 48.8178 1060.7
USR0000CEAG 39.9278 42.7831 1131.7
USR0000CGOO 33.0736 48.5942 466.3
USR0000CGOR 40.7586 44.5439 1889.8
USR0000CHOO 41.0478 41.7686 114.3
USR0000CJOH 35.9717 46.895 1432.6
USR0000CKON 38.9119 42.7336 659.3
USR0000CLAP 35.3811 45.2525 496.8
USR0000CLAS 40.3442 43.7264 1267.7
USR0000CLAU 40.1417 45.0867 1767.8
USR0000CLGE 38.9772 60.0847 2281.4
USR0000CLUJ 38.2544 58.8722 3399.7
USR0000CLYT 34.2339 47.9597 851
USR0000CMCG 39.3528 41.8389 180.7
USR0000CNFO 37.2331 45.9353 829.1
USR0000CNOV 40.6314 61.6033 1461.2
USR0000CNUC 38.2297 56.8817 1786.1
USR0000CPCY 37.9056 61.3844 1633.7
USR0000CRAV 40.7308 45.1236 1614.8
USR0000CSRS 38.4786 42.7281 175.6
USR0000CWAT 39.4822 60.2308 2659.4
USR0000FNAV 30.3664 78.3025 4.6
USR0000GBYR 32.2033 81.5081 152.4
USR0000GCHS 34.77 80.8567 609.6
USR0000HPTW 19.7717 9.73779999999999 1307.6
USR0000HPUW 19.795 9.59469999999999 709
USR0000ILUC 43.5875 49.4475 966.2
USR0000IRAF 42.5478 52.1806 1341.1
USR0000ISTN 44.1692 50.5142 2002.5
USR0000LGUM 31.9 72.6728 91.4
USR0000LOST 38.7708 53.5775 2283
USR0000MBEN 47.5 52.54 1630.7
USR0000MBIE 32.355 75.9708 147.8
USR0000MCLI 38.3483 71.6653 228.6
USR0000MCOP 31.9497 75.0594 45.7
USR0000MCSA 45.3028 72.3389 274.3
USR0000MLIH 45.5697 58.0042 1036.3
USR0000MORR 48.0189 72.5828 403.9
USR0000MSTE 46.5131 51.3489 1025.7
USR0000MSTI 46.8536 52.0461 1649
USR0000MTPT 45.9347 51.7017 2020.5
USR0000NAGA 42.425 61.7042 1325.3
USR0000NKAN 37.2506 50.7325 1399
USR0000OBKL 42.7 41.4067 1106.4
USR0000OBRU 44.2844 42.5906 701
USR0000OLMC 42.7081 46.93 1548.4
USR0000PERI 41.6281 85.4833 548.6
USR0000SBAK 43.9792 62.015 1424.6
USR0000SCAR 34.6619 85.1658 120.1
USR0000TBLE 35.6819 80.1667 542.5
USR0000THEN 32.15 70.64 152.4
USR0000THUN 30.45 70.04 108.2
USR0000VASH 37.9864 85.6806 786.4
USR0000WBEC 44.15 54.3933 1950.7
USR0000WBRF 44.3003 74.605 255.4
USR0000WDOU 47.62 45.5417 771.1
USR0000WEAG 44.4856 55.5436 2286
USR0000WHAG 46.5667 43.8094 1097.3
USS0003E05S 44.21 61.65 1868.4
USS0005N04S 36.13 59.91 2621.3
USS0005P04S 35.7 59.63 2502.4
USS0005P08S 35.78 59.9 3389.4
USS0006K04S 39.08 58.83 3230.9
USS0006M21S 37.47 58.9 3541.8
USS0007E06S 44.16 58.31 2889.5
USS0007K13S 40 58.2 2956.6
USS0007M37S 37.88 58.08 3383.3
USS0008M06S 37.79 57.42 3048
USS0008M10S 37.44 57.42 3287.3
USS0008S01S 33.74 56.49 2438.4
USS0008T01S 32.92 57.29 2548.1
USS0009E13S 44.38 55.65 2980.9
USS0009F25S 43.28 55.99 2935.2
USS0009J05S 40.61 55.55 2898.6
USS0009S02S 33.92 55.98 2804.2
USS0010D07S 45.01 55.43 2240.3
USS0010D35S 45.89 54.5 2231.1
USS0010E06S 44.48 55.28 2566.4
USS0010J30S 40.58 54.85 3230.9
USS0010J52S 40.68 54.49 3045.6
USS0011D08S 45.02 53.59 2621.3
USS0011J23S 40.3 54.18 2449.7
USS0011J52S 40.76 53.81 2286
USS0011K10S 39.3 53.99 2980.9
USS0012C13S 46.44 53.25 1975.1
USS0012G18S 42.26 53.31 2054.4
USS0012J02S 40.46 53.19 1959.9
USS0013D19S 45.17 51.86 2621.3
USS0013E06S 44.41 52.04 2267.7
USS0013E16S 44.85 51.6 2603
USS0013M05S 37.53 52.39 2806
USS0014C12S 46.14 50.93 1950.7
USS0014G01S 42.16 51.25 2286
USS0015H20S 41.89 49.58 2133.6
USS0016A04S 48.06 49.21 1585
USS0016E11S 44.95 49.3 1630.7
USS0017B06S 47.86 48.4 1283.2
USS0018D19S 45.7 47.33 1499.6
USS0019F01S 43.95 45.9 1898.9
USS0020H06S 41.58 45.14 2142.7
USS0020K05S 39.43 45.13 2545.7
USS0021A09S 48.76 43.74 1072.9
USS0021A35S 48.98 44.36 515.1
USS0021A36S 48.82 43.51 1514.9
USS0021B01S 47.75 44.35 1204
USS0021B21S 47.36 43.87 890
USS0021B62S 47.07 43.85 685.8
USS0021C13S 46.09 43.68 1307.6
USS0021C35S 46.78 43.69 1563.6
USS0021C39S 46.36 44.36 1560.6
USS0021F21S 43.8 43.49 1688.6
USS0021G17S 42.79 43.46 1645.9
USS0022G13S 42.41 43.17 1609.3
USS0023B16S 47.87 42.36 1222.2
USS0023D01S 45.54 42.07 947.9
USS0045L01S 60.55 19.69 428.2
USS0064P01S 64.56 1.15000000000001 7.6
USW00003013 38.07 62.7519 1129
USW00003029 35.6575 56.3786 2054
USW00003077 34.8222 55.5472 1710.8
USW00003079 38.0989 59.2692 2384.5
USW00003102 34.0561 47.8397 289.3
USW00003154 33.3 48.09 22.9
USW00003160 36.6206 49.4122 984.5
USW00003192 33.6228 53.5294 449
USW00003733 39.0131 85.9658 1033.3
USW00003804 39.345 84.0008 253.3
USW00003855 30.35 78.1233 8.5
USW00003887 39.8344 76.5744 205.7
USW00003932 35.21 66.32 585.8
USW00003935 37.2253 75.8694 102.4
USW00003952 34.8364 73.1781 173.1
USW00003962 34.29 72.38 163.1
USW00003967 38.85 70.7008 326.1
USW00004725 42.1997 89.455 489.5
USW00004836 47.2856 97.1267 301.1
USW00004838 42.1208 77.5353 193.9
USW00004843 41.6264 85.225 426.7
USW00012836 24.555 83.6878 1.2
USW00012849 26.0719 85.2864 3.4
USW00012919 25.9156 68.0214 7
USW00012921 29.5442 66.9561 240.5
USW00012935 28.7247 69.1864 3.7
USW00013837 33.4669 83.4014 128.9
USW00013960 32.8519 68.5844 134.1
USW00014702 42.47 94.1506 40.5
USW00014765 41.7219 94.0075 18.3
USW00014827 40.9706 80.2336 241.1
USW00014860 42.08 85.2575 222.5
USW00014941 41.9856 68.0047 472.7
USW00014990 41.8833 73.7233 264.6
USW00023159 37.7064 53.2944 2312.2
USW00024012 46.7994 62.6428 786.4
USW00024015 40.1667 62.2233 1421.3
USW00024017 42.8375 62.3447 1011.3
USW00024138 45.2575 52.8855 1585
USW00053004 37.6011 55.4514 1959.3
USW00053012 37.2667 55.8325 1338.1
USW00053138 39.0117 51.2311 2016.9
USW00053152 34.4142 45.5603 5.5
USW00053160 34.6136 53.5969 1046.7
USW00053172 34.2528 51.3061 126.8
USW00053905 32.5428 71.695 54.6
USW00053907 32.6636 68.3461 192
USW00053911 32.71 69.1728 144.8
USW00054733 42.5842 94.5225 32.9
USW00054767 41.7419 93.2564 75.3
USW00054792 41.0467 87.0283 462.1
USW00054808 40.0528 77.0672 213.4
USW00054903 44.0603 75.2664 284.4
USW00063850 33.7836 82.0503 225.9
USW00063857 34.285 79.4778 351.1
USW00073801 33.2125 77.8486 45.7
USW00093009 39.2292 59.1231 3027.3
USW00093104 35.6875 47.7469 679.7
USW00093209 35.6697 44.8117 246.9
USW00093225 38.6956 43.8503 7
USW00093227 38.2103 43.1553 4.3
USW00093740 34.9914 86.5597 56.7
USW00093765 34.7336 88.7794 3.4
USW00094008 48.2138 58.8187 696.5
USW00094012 48.5428 55.6767 787.9
USW00094040 40.2064 64.8486 771.1
USW00094084 48.9675 63.2697 561.4
USW00094128 41.7872 53.5867 1357.6
USW00094178 42.4819 50.9531 1265.2
USW00094224 46.1569 41.5575 2.7
